/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
R-Wpn-Mortar-Acc02			_("Thermal Imaging Mortar Shells")
R-Wpn-Mortar-Acc03			_("Target Acquisition Mortar Shells")
R-Wpn-Mortar-Damage01			_("HE Mortar Shells")
R-Wpn-Mortar-Damage02			_("HE Mortar Shells Mk2")
R-Wpn-Mortar-Damage03			_("HE Mortar Shells Mk3")
R-Wpn-Mortar-Damage04			_("HEAP Mortar Shells")
R-Wpn-Mortar-Damage05			_("HEAP Mortar Shells Mk2")
R-Wpn-Mortar-Damage06			_("HEAP Mortar Shells Mk3")
R-Wpn-Mortar-ROF01			_("Mortar Autoloader")
R-Wpn-Mortar-ROF02			_("Mortar Autoloader Mk2")
R-Wpn-Mortar-ROF03			_("Mortar Autoloader Mk3")
R-Wpn-Mortar-ROF04			_("Mortar Fast Loader")
R-Wpn-Mortar01Lt				_("Mortar")
R-Wpn-Mortar02Hvy				_("Heavy Mortar - Bombard")
R-Wpn-Mortar3				_("Rotary Mortar - Pepperpot")

R-Wpn-RailGun01				_("Needle Gun")
R-Wpn-RailGun02				_("Rail Gun")
R-Wpn-RailGun03				_("Gauss Cannon")
R-Wpn-Rail-Accuracy01			_("Rail Target Prediction Computer")
R-Wpn-Rail-Damage01			_("Hardened Rail Dart")
R-Wpn-Rail-Damage02			_("Hardened Rail Dart Mk2")
R-Wpn-Rail-Damage03			_("Hardened Rail Dart Mk3")
R-Wpn-Rail-ROF01				_("Rail Gun ROF")
R-Wpn-Rail-ROF02				_("Rail Gun ROF Mk2")
R-Wpn-Rail-ROF03				_("Rail Gun ROF Mk3")

R-Wpn-Rocket-Accuracy01			_("Stabilized Rockets")
R-Wpn-Rocket-Accuracy02			_("Improved Rocket Wire Guidance")
R-Wpn-RocketSlow-Accuracy01		_("Rocket Laser Designator")
R-Wpn-RocketSlow-Accuracy02		_("Thermal Imaging Rockets")
R-Wpn-Rocket-Damage01			_("HE Rockets")
R-Wpn-Rocket-Damage02			_("HE Rockets Mk2")
R-Wpn-Rocket-Damage03			_("HE Rockets Mk3")
R-Wpn-Rocket-Damage04			_("HEAT Rocket Warhead")
R-Wpn-Rocket-Damage05			_("HEAT Rocket Warhead Mk2")
R-Wpn-Rocket-Damage06			_("HEAT Rocket Warhead Mk3")
R-Wpn-Rocket-Damage07			_("HESH Rocket Warhead")
R-Wpn-Rocket-Damage08			_("HESH Rocket Warhead Mk2")
R-Wpn-Rocket-Damage09			_("HESH Rocket Warhead Mk3")
R-Wpn-Rocket-ROF01			_("Rocket Autoloader")
R-Wpn-Rocket-ROF02			_("Rocket Autoloader Mk2")
R-Wpn-Rocket-ROF03			_("Rocket Autoloader Mk3")
R-Wpn-Rocket-ROF04			_("Rapid Fire Mini-Rockets")
R-Wpn-Rocket-ROF05			_("Rapid Fire Mini-Rockets Mk2")
R-Wpn-Rocket-ROF06			_("Rapid Fire Mini-Rockets Mk3")
R-Wpn-RocketSlow-Accuracy03		"*NOT USED*"
R-Wpn-RocketSlow-Damage01		"*NOT USED*"
R-Wpn-RocketSlow-Damage02		"*NOT USED*"
R-Wpn-RocketSlow-Damage03		"*NOT USED*"
R-Wpn-RocketSlow-Damage04		"*NOT USED*"
R-Wpn-RocketSlow-Damage05		"*NOT USED*"
R-Wpn-RocketSlow-Damage06		"*NOT USED*"
R-Wpn-RocketSlow-ROF01			"*NOT USED*"
R-Wpn-RocketSlow-ROF02			"*NOT USED*"
R-Wpn-RocketSlow-ROF03			"*NOT USED*"

R-Wpn-Rocket01-LtAT			_("Lancer AT Rocket")
R-Wpn-Rocket02-MRL			_("Mini-Rocket Array")
R-Wpn-Rocket03-HvAT			_("Bunker Buster Rocket")
R-Wpn-Rocket05-MiniPod			_("Mini-Rocket Pod")
R-Wpn-Rocket06-IDF			_("Ripple Rockets")
R-Wpn-Rocket07-Tank-Killer		_("Tank Killer Rocket")

R-Wpn-TUTMG					_("Machinegun Artifact")

/* ENEMY STRUCTURES */
A0CommandCentreNP				_("New Paradigm Command Center")
A0CommandCentreCO				_("Collective Command Center")
A0CommandCentreNE				"*CommandCenterNE*"
UplinkCentre				"*UplinkCentre*"
NuclearReactor				"*NuclearReactor*"
CoolingTower				"*CoolingTower*"
GunsOfNav2					"*GunsOfNavaroneTwo*"
GunsOfNav1					"*GunsOfNavaroneOne*"
Sys-NEXUSLinkTOW				"*Sys-NEXUSLinkTOW*"

/* BARBARIAN STRUCTURES */
A0BaBaFactory				_("Scavenger Factory")
A0BaBaGunTower				_("Scavenger Gun Tower")
A0BaBaHorizontalWall			_("Scavenger Horizontal Wall")
A0BaBaPowerGenerator			_("Scavenger Power Generator")
A0BaBaRocketPit				_("Scavenger Rocket Pit")
A0BaBaRocketPitAT				_("Scavenger AT-Rocket Pit")
A0BaBaBunker				_("Scavenger Bunker")
A0BabaCornerWall				_("Scavenger CornerWall")
A0BaBaFlameTower				_("Scavenger Flame Tower")
A0BaBaFlameTowerEnd			_("Scavenger Flame Tower End")
LookOutTower				_("Look-Out Tower")
A0CannonTower				_("Cannon Tower")
A0BaBaGunTowerEND				"*Scavenger End Tower*"
Barrier					"*Barrier*"
A0BaBaMortarPit				"*BaBaMortarPit*"
Emplacement-MortarPit01			_("Mortar Pit")
// MissileBunker				_("Missile Bunker")
A0BaBaFlameTow				"*A0BaBaFlameTow*"

/* BARBARIAN WEAPONS*/
ZNULLWEAPON					"*Z NULL Weapon*"
BaBaCannon					"*BaBa Cannon*"
BaBaMG					"*BaBa MG*"
BabaFlame					"*Flamer*"
BJeepMG					"*Jeep MG*"
BTowerMG					"*Tower MG*"
bTrikeMG					"*Trike MG*"
BuggyMG					"*Buggy MG*"
BabaRocket					"*BabaRocket*"
BusCannon					"*BusCannon*"
BabaPitRocket				"*Baba Rocket Pit Launcher*"
BabaPitRocketAT				"*AT Rocket Pit*"

/* FEATURES */
Crate						_("Artifact")
OilResource					_("Oil Resource")
Boulder1					"*Boulder 1*"
Boulder2					"*Boulder 2*"
Boulder3					"*Boulder 3*"
Chevy						"*Chevy*"
BlueCar					"*Blue Car*"
Pickup					"*Pickup*"
Crane						"*Crane*"
WaterTower					"*Water Tower*"
OilTower					"*Oil Tower*"
building1					"*Building 1*"
building2					"*Building 2*"
building3					"*Building 3*"
building4					"*Building 4*"
building5					"*Building 5*"
building6					"*Building 6*"
building7					"*Building 7*"
building8					"*Building 8*"
building10					"*Building 10*"
building11					"*Building 11*"
building12					"*Building 12*"
Ruin5						"*Ruin5*"
Ruin4						"*Ruin4*"
Ruin3						"*Ruin3*"
Ruin1						"*Ruin1*"
miruin2					"*miruin*2*"
bridge					_("Bridge")
bridge1					"*Bridge 1*"
bridge5					"*Bridge 5*"
BarbTechRuin				_("Ruined Factory")
BarbWarehouse1				_("Warehouse")
BarbHUT					_("Hut")
BarbWarehouse2				"*Warehouse2*"
BarbWarehouse3				"*Warehouse3*"
Pipe						"*Pipe*"
Pipe1						"*Pipe1*"
WaterBuilding				"*Water Building*"
WaterBuilding2				"*Water Building2*"
WaterBuilding3				"*Water Building3*"
OilDrum					_("Oil Drum")
//OilPipe1				"*Oil Pipe 1*"
//OilPipe2				"*Oil Pipe 2*"
//OilPipe3				"*Oil Pipe 3*"
Pylon					"*Pylon*"
Tree1					"*Tree1*"
Tree2					"*Tree2*"
Tree3					"*Tree3*"
TreeSnow1				"*Snowy Tree1*"
TreeSnow2				"*Snowy Tree2*"
TreeSnow3				"*Snowy Tree3*"
LogCabin1				"*LogCabin1*"
LogCabin2				"*LogCabin2*"
LogCabin3				"*LogCabin3*"
LogCabin4				"*LogCabin4*"
LogCabin5				"*LogCabin5*"
OldFactory				"*OldFactory*"
AirTrafficControl			"*AirTrafficControl*"
WreckedDroidHub				_("Wreck")
//WreckedHovercraft			_("Wrecked Hovercraft")
WreckedTank				_("Wrecked Tank")
//WreckedBuilding1			"*Wrecked Building 1*"
//Wreckedbuilding2			"*Wrecked Building 2*"
//WreckedBuilding3			"*Wrecked Building 3*"
//WreckedBuilding4			"*Wrecked Building 4*"
//WreckedBuilding				"*Wrecked Building 5*"
WreckedBuilding6			"*Wrecked Building 6*"
WreckedBuilding7			"*Wrecked Building 7*"
WreckedBuilding8			"*Wrecked Building 8*"
WreckedBuilding9			"*Wrecked Building 9*"
WreckedBuilding10			"*Wrecked Building 10*"
WreckedBuilding11			"*Wrecked Building 11*"
WreckedBuilding12			"*Wrecked Building 12*"
WreckedBuilding13			"*Wrecked Building 13*"
WreckedBuilding14			"*Wrecked Building 14*"
WreckedBuilding15			"*Wrecked Building 15*"
WreckedBuilding16			"*Wrecked Building 16*"
WreckedBuilding17			"*Wrecked Building 17*"
WreckedBridge				_("Wrecked Bridge")
WreckedVertCampVan			_("Wrecked Van")
WreckedSuzukiJeep			_("Wrecked Vehicle")
WreckedTankerV				_("Wrecked Tanker")
//WreckedTankerH				_("Wrecked Tanker")

/* LABS */
Z-Lab01					_("Cyborg Laboratory")
Z-Lab02					_("Advanced Warfare Laboratory")
Z-Lab03					_("Engineering Laboratory")
Z-Lab04					_("Robotics Laboratory")
Z-Lab05					_("Laser Optics Laboratory")
Z-Lab06					_("Electronics Laboratory")
Z-Lab07					_("Chemical Laboratory")
Z-Lab08					"*Advanced Materials Lab*"
Z-Lab09					"*VTOL Lab*"
Z-Lab10					"*Electro-Magnetics Lab*"
Z-Lab11					"*Nanotech Lab*"
Z-Lab12					"*High Energy Lab*"

/* LABS RESEARCH */
R-Lab-AdvWarfare			_("Advanced Warfare")
R-Lab-Chemical				_("Chemical Laboratory")
R-Lab-Cyborg				_("Cyborg Laboratory")
R-Lab-Electronics			_("Electronics Laboratory")
R-Lab-Engineering			_("Engineering Laboratory")
R-Lab-Robotics				_("Robotics Laboratory")

// *New Names...... Keith

P0PythonHvyCnTrks		_("Heavy Cannon Python Tracks")
P0CobraSpadeTracks		_("Cobra Truck")
P0CobraFlameTracks		_("Flamer Cobra Tracks")
P0CobraMedCnTrks		_("Medium Cannon Cobra Tracks")

//CyborgChain01GroundP0	_("Gunner")
//CyborgRkt01GroundP0		_("Lancer")
//CyborgCannon01GrdP0		_("Heavy Gunner")
//CyborgFlamer01GrdP0		_("Flamer")

// Cyborgs used in PSX scripts - copied to Player2 and renamed P2

//CyborgFlamer01GrdP2		"*CyborgFlamer01GrdP2*"
//CyborgCannon01GrdP2		"*CyborgCannon01GrdP2*"
//CyborgRkt01GroundP2		"*CyborgRkt01GroundP2*"
//CyborgChain01GroundP2	"*CyborgChain01GroundP2*"

// added in by Keith

R-Defense-PrisLas		_("Flashlight Emplacement")
P0-AASite-SAM1			_("Avenger SAM Site")
P0-AASite-SAM2			_("Vindicator SAM Site")
Howitzer04-Inc-pit		"*Howitzer04-Inc-pit*"
//P0-Emp-IncHow-Pit		_("Hellfire Emplacement")
Rocket-MRL-pit			"*Rocket-MRL-pit*"
Emplacement-MRL-pit		_("Mini-Rocket Battery")
GuardTower-RotMg		_("Assault Gun Tower")

Emplacement-HvyATrocket	_("Tank Killer Emplacement")
//Rocket-HvyA-T-pit		"*Tank Killer-pit*"
Emplacement-HPVcannon	_("Hyper Velocity Cannon Emplacement")
Emplacement-PulseLaser	_("Pulse Laser Emplacement")
Emplacement-Rail2		_("Railgun Emplacement")
Emplacement-MdART-pit	_("Seraph Missile Battery")
Missile-MdArt-pit		"*Seraph Missile-pit*"
Emplacement-HvART-pit	_("Archangel Missile Emplacement")
Missile-HvyArt-pit		"*Missile-HvyArt-pit*"
WallTower-HvATrocket	_("Tank Killer Hardpoint")
WallTower-HPVcannon		_("Hyper Velocity Cannon Hardpoint")
WallTower-Atmiss		_("Scourge Missile Hardpoint")
WallTower-Rail3			_("Gauss Cannon Hardpoint")

// added by Pete
//R-Cyborg-Wpn-Missile		_("Revenger Cyborg")

//ResMod-Cyb-MG-GRD		"*ResMod-Cyb-MG-GRD*"

//NEW VEHICLES
CO-M-HvFlame-Track 	"*CO-M-HvFlame-Track*"
CO-M-RR-HT			"*CO-M-RR-HT*"
CO-H-Rkt-BB-T		"*CO-H-Rkt-BB-T*"
CO-M-HMG-T			"*CO-M-HMG-T*"
CO-H-COM-H			"*CO-H-COM-H*"
CO-M-LTAT-Hover		"*CCO-M-LTAT-Hover*"
CO-M-HVAT-Hover		"*CCO-M-HVAT-Hover*"
CO-M-HvMortar-T		"*CO-M-HvMortar-T*"
CO-M-Repair-T		"*CO-M-Repair-T*"
CO-M-Rocket-BB-T		"*CO-M-Rocket-BB-T*"
CO-M-Rocket-LtA-T-T	"*CO-M-Rocket-LtA-T-T*"
CO-M-RotMortar-T		"*CO-M-RotMortar-T*"
CO-M-Sensor-T		"*CO-M-Sensor-T*"
CO-M-Vstrike-T		"*CO-M-Vstrike-T*"
CO-M-VTOLCBS-T		"*CO-M-VTOLCBS-T*"
CO-M-Con-T			"*CO-M-Con-T*"
CO-M-CBS-T			"*CO-M-CBS-T*"
CO-M-ROTMG-T		"*CO-M-ROTMG-T*"
CO-M-HVAT-V			"*CO-M-HVAT-V*"
CO-L-Bomb1-VTOL		"*CO-L-Bomb1-VTOL*"

CO-H-QuadRotAA-T		"*CO-H-QuadRotAA-T*"
CO-H-QuadBofAA-T		"*CO-H-QuadBofAA-T*"

Rocket-IDF-Emp		"*Rocket-IDF-Emp*"


// Additional templates for Player 0 entering start of cam2

P0CobraLtATRktHtrack	_("Lancer Cobra Half-tracks")
P0CobraHvyMGHtrack	_("Heavy Machinegun Cobra Half-tracks")
P0PythonComTracks		_("Command Turret Python Tracks")
P0CobraRepairTrks		_("Repair Cobra Tracks")

// New Cyborg Bodies
Cyb-Bod-Atmiss		"*Cyb-Bod-Atmiss*"
Cyb-Bod-BB-Rkt		"*Cyb-Bod-BB-Rkt*"
Cyb-Bod-Las1			"*Cyb-Bod-Las1*"
Cyb-Bod-Rail1			"*Cyb-Bod-Rail1*"

Cyb-Wpn-Atmiss		"*Cyb-Wpn-Atmiss*"
Cyb-Wpn-BB-Rkt		"*Cyb-Wpn-BB-Rkt*"
Cyb-Wpn-Laser			"*Cyb-Wpn-Laser*"
Cyb-Wpn-Rail1			"*Cyb-Wpn-Rail1*"

Cyb-Atmiss-GROUND		_("Scourge")
Cyb-BB-Rkt-GROUND		_("Bunker Blaster")
Cyb-Laser1-GROUND		_("Flashlight Gunner")
Cyb-Rail1-GROUND		_("Needle Gunner")
WreckedTransporter	_("Downed Transport")

// Multiplayer VTOLs
P6-L-LTAT-V			"*Skirmish ATVTOL*"
P6-L-Bomb1-V		"*Skirmish BOMBVTOL*"
P6-M-QMG1-HT		"*P6-M-QMG1-HT*"

// New Style Repair Center - replaces all instances of A0RepairCentre
A0RepairCentre2		_("Repair Center")
A0RepairCentre3		_("Repair Facility")
RepairCentre		"*Repair Center*"

Emplacement-MortarPit02	_("Bombard Pit")
Emplacement-Howitzer150	_("Ground Shaker Emplacement")


// CAM3 Start - Available Units
P0cam3CobCONTrk		_("Truck")
P0cam3PyHvyATTrk	_("Tank Killer Python Tracks")
P0cam3PyHPVcanTrk	_("Hyper Velocity Cannon Python Tracks")
P0cam3PyFlakHT		_("AA Flak Cannon Python Half-tracks")
P0cam3PyAsltGnTrk	_("Assault Gun Python Tracks")

R-Sys-NEXUSrepair		"*R-Sys-NEXUSrepair*"
NEXUSrepair			"*NEXUSrepair*"

// name change - moved to bottom of Names.TXT by Keith 9/2/99
Laser3BEAMMk1				_("Flashlight")
Laser3BEAM-VTOL				_("VTOL Flashlight")

MG4ROTARY-Pillbox			"*MG4ROTARY-Pillbox*"
Pillbox-RotMG				_("Rotary MG Bunker")
R-Defense-Pillbox-RotMG			"*NOT USED Rotary MG Bunker*"

NX-M-Bomb4-VTOL				"*NX-M-Bomb4-VTOL*"

// Added Cruise Missile Launcher Struc (CAM3-1) and ANTI-SAT Launcher (CAM3-4)
NX-ANTI-SATSite			_("Missile Silo")
NX-CruiseSite			_("Missile Silo")

NEXUSlink			"*NEXUSlink*"

// Added 21st Feb 99 - New NEXUS Versions of Sensor Towers, etc.

Sys-NX-SensorTower			"*Sys-NX-SensorTower*"
Sys-NX-CBTower				"*Sys-NX-CBTower*"
Sys-NX-VTOL-CB-Tow			"*Sys-NX-VTOL-CB-Tow*"
Sys-NX-VTOL-RadTow			"*Sys-NX-VTOL-RadTow*"
NX-M-HvSam-Hover				"*NX-M-HvSam-Hover*"
NX-L-Link-Hov					"*NX-L-Link-Hov*"
NX-M-Bomb2-VTOL				"*NX-M-Bomb2-VTOL*"

// Latest Additions
NX-L-Flash-Hover			"*NX-L-Flash-Hover*"


//New Skirmish Units
Sk-PythonHvCanTrack			_("Heavy Cannon Python Tracks")
Sk-CobraBBHover				_("Bunker Buster Cobra Hover")

R-Sys-Sensor-Upgrade02			_("Sensor Upgrade Mk2")
R-Sys-Sensor-Upgrade03			_("Sensor Upgrade Mk3")
R-Struc-Power-Upgrade03			_("Vapor Turbine Generator Mk2")
MP-Cyb-ATmiss-GRD			_("Scourge")
MP-Cyb-Laser1-GRD			_("Flashlight Gunner")

R-Struc-Power-Upgrade01b		_("Gas Turbine Generator Mk2")
R-Struc-Power-Upgrade01c		_("Gas Turbine Generator Mk3")

// Cam3NewTech starts here
R-Struc-Power-Upgrade03a		_("Vapor Turbine Generator Mk3")

// New Skirmish Units May28th wdg

SK-Bug-Hover-HMG				"*SK-Bug-Hover-HMG*"
SK-Cobra-Hover-BB				"*SK-Cobra-Hover-BB*"
SK-Cobra-Hover-HMG			"*SK-Cobra-Hover-HMG*"
SK-Cobra-Hover-Lancer			"*SK-Cobra-Hover-Lancer*"
SK-Cobra-Track-HVC			"*SK-Cobra-Track-HVC*"
SK-Cobra-Track-TK				"*SK-Cobra-Track-TK*"
SK-Leopard-Hover-Needle			"*SK-Leopard-Hover-Needle*"
SK-Leopard-HTrk-ASGun			"*SK-Leopard-HTrk-ASGun*"
SK-Leopard-Htrk-Needle			"*SK-Leopard-Htrk-Needle*"
SK-Leopard-Track-Lancer			"*SK-Leopard-Track-Lancer*"
SK-Mantis-Hover-Hcannon			"*SK-Mantis-Hover-Hcannon*"
SK-Mantis-Hover-HVC			"*SK-Mantis-Hover-HVC*"
SK-Panther-Hover-HVC			"*SK-Panther-Hover-HVC*"
SK-Panther-Hover-TK			"*SK-Panther-Hover-TK*"
SK-Panther-Htrk-ASGun			"*SK-Panther-Htrk-ASGun*"
SK-Panther-Htrk-BB			"*SK-Panther-Htrk-BB*"
SK-Panther-Track-HVC			"*SK-Panther-Track-HVC*"
SK-Panther-Track-RailGun		"*SK-Panther-Track-RailGun*"
SK-Panther-Track-TK			"*SK-Panther-Track-TK*"
SK-Python-Hover-Hcannon			"*SK-Python-Hover-Hcannon*"
SK-Python-Hover-Lancer			"*SK-Python-Hover-Lancer*"
SK-Python-Hover-Mcannon			"*SK-Python-Hover-Mcannon*"
SK-Python-Track-Hcannon			"*SK-Python-Track-Hcannon*"
SK-Retal-Track-Needle			"*SK-Retal-Track-Needle*"
SK-Retre-Hover-RailGun			"*SK-Retre-Hover-RailGun*"
SK-Retre-Hover-Scourge			"*SK-Retre-Hover-Scourge*"
SK-Retre-Htrk-Pepper			"*SK-Retre-Htrk-Pepper*"
SK-Retre-Track-FlashLight		"*SK-Retre-Track-FlashLight*"
SK-Retre-Track-PulseLsr			"*SK-Retre-Track-PulseLsr*"
SK-Retre-Track-RailGun			"*SK-Retre-Track-RailGun*"
SK-Retre-Track-Scourge			"*SK-Retre-Track-Scourge*"
SK-Scorp-Hover-ASGUN			"*SK-Scorp-Hover-ASGUN*"
SK-Scorp-Hover-BB				"*SK-Scorp-Hover-BB*"
SK-Scorp-Hover-Bombard			"*SK-Scorp-Hover-Bombard*"
SK-Scorp-Hover-Lancer			"*SK-Scorp-Hover-Lancer*"
SK-Scorp-Hover-Mcannon			"*SK-Scorp-Hover-Mcannon*"
SK-Tiger-Hover-ASCannon			"*SK-Tiger-Hover-ASCannon*"
SK-Tiger-Hover-Gauss			"*SK-Tiger-Hover-Gauss*"
SK-Tiger-Hover-Hcannon			"*SK-Tiger-Hover-Hcannon*"
SK-Tiger-Hover-HVC			"*SK-Tiger-Hover-HVC*"
SK-Tiger-Hover-Scourge			"*SK-Tiger-Hover-Scourge*"
SK-Tiger-Hover-TK				"*SK-Tiger-Hover-TK*"
SK-Tiger-Track-ASCannon			"*SK-Tiger-Track-ASCannon*"
SK-Tiger-Track-Gauss			"*SK-Tiger-Track-Gauss*"
SK-Tiger-Track-Hcannon			"*SK-Tiger-Track-Hcannon*"
SK-Tiger-Track-HVC			"*SK-Tiger-Track-HVC*"
SK-Tiger-Track-Scourge			"*SK-Tiger-Track-Scourge*"
SK-Tiger-Track-TK				"*SK-Tiger-Track-TK*"
SK-Veng-Hover-Gauss			"*SK-Veng-Hover-Gauss*"
SK-Veng-Hover-PulseLsr			"*SK-Veng-Hover-PulseLsr*"
SK-Veng-Hover-Scourge			"*SK-Veng-Hover-Scourge*"
SK-Veng-Track-Gauss			"*SK-Veng-Track-Gauss*"
SK-Veng-Track-PulseLsr			"*SK-Veng-Track-PulseLsr*"
SK-Veng-Track-Scourge			"*SK-Veng-Track-Scourge*"
SK-Bug-Hover-Sensor			"*SK-Bug-Hover-Sensor*"
SK-Bug-Hover-Repair			"*SK-Bug-Hover-Repair*"
SK-Leopard-Hover-Sensor			"*SK-Leopard-Hover-Sensor*"
SK-Leopard-Hover-Repair			"*SK-Leopard-Hover-Repair*"
SK-Panther-Track-Repair			"*SK-Panther-Track-Repair*"
SK-Retal-Hover-Repair			"*SK-Retal-Hover-Repair*"
SK-Retal-Hover-Sensor			"*SK-Retal-Hover-Sensor*"
SK-Bug-VTOL-CLBomb			"*SK-Bug-VTOL-CLBomb*"
SK-Bug-VTOL-BB				"*SK-Bug-VTOL-BB*"
SK-Scorpion-VTOL-BB			"*SK-Scorpion-VTOL-BB*"
SK-Scorpion-VTOL-Hbomb			"*SK-Scorpion-VTOL-Hbomb*"
SK-Mantis-VTOL-BB				"*SK-Mantis-VTOL-BB*"
SK-Leopard-VTOL-BB			"*SK-Leopard-VTOL-BB*"
SK-Leopard-VTOL-PhosBomb		"*SK-Leopard-VTOL-PhosBomb*"
SK-Panther-VTOL-Thermite		"*SK-Panther-VTOL-Thermite*"
SK-Panther-VTOL-BB			"*SK-Panther-VTOL-BB*"
SK-Panther-VTOL-Phosbomb		"*SK-Panther-VTOL-Phosbomb*"
SK-Panther-VTOL-TK			"*SK-Panther-VTOL-TK*"
SK-Retal-VTOL-Phosbomb			"*SK-Retal-VTOL-Phosbomb*"
SK-Retre-VTOL-Thermite			"*SK-Retre-VTOL-Thermite*"
SK-Retre-VTOL-PulseLsr			"*SK-Retre-VTOL-PulseLsr*"
SK-Retre-VTOL-Scourge			"*SK-Retre-VTOL-Scourge*"

// added by keith 26th may 1999 for 005 patch
MP-Cyb-Needle-GRD				_("Needle Gunner")

// New Cyborgs - Thermite and Grenadier
R-Cyborg-Wpn-Thermite			"*NOT USED Thermite Flamer Cyborg*"
Cyb-Wpn-Thermite				"*Cybrog Thermite Weapon*"
Cyb-Bod-Thermite				"*Thermite Body*"
Cyb-Thermite				_("Thermite Flamer")

R-Cyborg-Wpn-Grenade			"*NOT USED Grenadier Cyborg*"
Cyb-Wpn-Grenade				"*Cyborg Grenade Weapon*"
Cyb-Bod-Grenade				"*Grenadier Body*"
Cyb-Gren					_("Grenadier")

// New Cyborgs - added by Marc 8th June 1999 Combat Engineer & Mechanic

R-Cyborg-Sys-ComEng			"*NOT USED Combat Engineer*"
CyborgSpade					"*Combat Engineer*"
Cyb-Bod-ComEng				"*Combat Engineer*"
Cyb-ComEng					_("Combat Engineer")

R-Cyborg-Sys-Mechanic			"*NOT USED Cyborg Mechanic*"
CyborgRepair				"*Cyborg Mechanic*"
Cyb-Bod-Mechanic				"*Cyborg Mechanic*"
Cyb-Mechanic				_("Cyborg Mechanic")

// added by Marc 9th June 1999 Incendiary Howitzer/Incendiary Mortar/Plasmite Flamer/Heavy Repair

R-Wpn-Howitzer-Incenediary		_("Incendiary Howitzer")
Howitzer-Incenediary			_("Incendiary Howitzer")
R-Defense-Howitzer-Incenediary	_("Incendiary Howitzer Emplacement")
Emplacement-Howitzer-Incenediary	_("Incendiary Howitzer Emplacement")
R-Wpn-Plasmite-Flamer			_("Plasmite Flamer")
PlasmiteFlamer				_("Plasmite Flamer")
R-Defense-PlasmiteFlamer		_("Plasmite Flamer Bunker")
Plasmite-flamer-bunker			_("Plasmite Flamer Bunker")
R-Wpn-Mortar-Incenediary		_("Incendiary Mortar")
Mortar-Incenediary			_("Incendiary Mortar")
R-Defense-MortarPit-Incenediary	_("Incendiary Mortar Pit")
Emplacement-MortarPit-Incenediary	_("Incendiary Mortar Pit")
R-Sys-MobileRepairTurretHvy		_("Heavy Repair Turret")
HeavyRepair					_("Heavy Repair Turret")

R-Cyborg-Armor-Heat07			_("Cyborg Superdense Thermal Armor")
R-Cyborg-Armor-Heat08			_("Cyborg Superdense Thermal Armor Mk2")
R-Cyborg-Armor-Heat09			_("Cyborg Superdense Thermal Armor Mk3")

R-Vehicle-Armor-Heat07			_("Vehicle Superdense Thermal Armor")
R-Vehicle-Armor-Heat08			_("Vehicle Superdense Thermal Armor Mk2")
R-Vehicle-Armor-Heat09			_("Vehicle Superdense Thermal Armor Mk3")

// added by Marc 15th June 1999 Tech 2 Super-Cyborgs and Heavy Laser

R-Cyborg-Hvywpn-Mcannon			_("Super Heavy-Gunner")
Cyb-Hvy-Mcannon				_("Super Heavy-Gunner")
Cyb-Hvybod-Mcannon			_("Super Heavy-Gunner")
Cyb-Hvywpn-Mcannon			_("Super Heavy-Gunner")

R-Cyborg-Hvywpn-Acannon			_("Super Auto-Cannon Cyborg")
Cyb-Hvy-Acannon				_("Super Auto-Cannon Cyborg")
Cyb-Hvybod-Acannon			_("Super Auto-Cannon Cyborg")
Cyb-Hvywpn-Acannon			_("Super Auto-Cannon Cyborg")

R-Cyborg-Hvywpn-HPV			_("Super HPV Cyborg")
Cyb-Hvy-HPV					_("Super HPV Cyborg")
Cyb-Hvybod-HPV				_("Super HPV Cyborg")
Cyb-Hvywpn-HPV				_("Super HPV Cyborg")

R-Cyborg-Hvywpn-TK			_("Super Tank-Killer Cyborg")
Cyb-Hvy-TK					_("Super Tank-Killer Cyborg")
Cyb-Hvybod-TK				_("Super Tank-Killer Cyborg")
Cyb-Hvywpn-TK				_("Super Tank-Killer Cyborg")

R-Wpn-HvyLaser				_("Heavy Laser")
HeavyLaser					_("Heavy Laser")
HeavyLaser-VTOL				_("VTOL Heavy Laser")
Emplacement-HeavyLaser			_("Heavy Laser Emplacement")
R-Defense-HeavyLas			_("Heavy Laser Emplacement")

// added by SEBG 17 June 1999

R-Sys-Resistance-Circuits		_("Nexus Resistance Circuits")

Cannon6TwinAslt				_("Twin Assault Cannon")
R-Wpn-Cannon6TwinAslt			_("Twin Assault Cannon")
R-Defense-Cannon6				_("Twin Assault Cannon Bunker")
PillBox-Cannon6				_("Twin Assault Cannon Bunker")

A0LasSatCommand				_("Laser Satellite Command Post")
A0Sat-linkCentre				_("Satellite Uplink Center")
Sensor-WideSpec				_("Wide Spectrum Sensor")
Sys-SensoTowerWS				_("Wide Spectrum Sensor Tower")
R-Sys-Sensor-WS				_("Wide Spectrum Sensor")
R-Sys-Sensor-WSTower			_("Wide Spectrum Sensor Tower")
R-Sys-Sensor-SatLink			_("Satellite Uplink Center")
R-Wpn-LasSat				_("Laser Satellite Command Post")
